Brand,Model,Year,Engine_CC,Power_BHP,Fuel_Type,Transmission,Owner_Type,KM_Driven,Price_USD
BMW,3 Series,2012,2500,121.6,Petrol,Automatic,First,82364,19124.2
Honda,CR-V,2006,800,68.8,Petrol,Manual,First,273323,2764.87
Audi,Q5,2021,1900,98.1,Hybrid,Manual,Third,34903,37376.47
Kia,Stinger,2011,800,60.0,Petrol,Automatic,Second,117853,3151.59
Chevrolet,Silverado,2016,1300,72.7,Petrol,Automatic,Third,63381,6652.96
Mercedes,GLC,2005,2700,160.0,Petrol,Automatic,Second,220456,11008.34
Nissan,Pathfinder,2012,800,60.0,Hybrid,Manual,Second,89521,4497.96
Toyota,RAV4,2021,1200,62.0,Petrol,Automatic,Third,35456,14334.99
Nissan,Rogue,2016,800,60.0,Petrol,Automatic,Second,129276,6259.43
Hyundai,Sonata,2010,1100,61.5,Petrol,Manual,Second,114271,2819.56
Ford,Focus,2005,1300,81.9,Petrol,Manual,First,292429,3146.25
Ford,Explorer,2011,1400,80.1,Hybrid,Manual,Second,174315,4670.8
Toyota,Highlander,2013,1700,108.3,Petrol,Manual,Second,175634,4445.92
Audi,A6,2017,2300,146.6,Petrol,Manual,First,73744,26528.81
Kia,Stinger,2022,800,60.0,Petrol,Manual,First,41866,12324.64
Hyundai,Elantra,2021,800,60.0,Diesel,Automatic,First,40962,13266.62
Hyundai,Elantra,2014,1500,87.7,Petrol,Manual,Second,73215,4428.58
Mercedes,GLE,2005,2500,138.1,Diesel,Automatic,First,239805,12749.31
Ford,F-150,2020,1400,73.9,Petrol,Automatic,Second,32310,15751.23
Honda,Accord,2011,1300,60.0,Diesel,Manual,Third,38118,4032.15
Ford,Mustang,2016,1600,79.5,Electric,Automatic,First,77369,12278.69
Audi,A4,2005,2100,108.0,Diesel,Automatic,First,139442,12598.3
Ford,Explorer,2019,1900,102.1,Petrol,Automatic,First,86881,16608.82
Chevrolet,Equinox,2011,900,60.0,Diesel,Automatic,Second,160156,4379.77
Ford,Explorer,2005,1700,82.5,Hybrid,Manual,First,276092,4089.68
Kia,Optima,2017,800,60.0,Petrol,Automatic,Second,94928,6355.78
Audi,A6,2011,1900,124.6,Petrol,Automatic,First,157213,12274.62
Hyundai,Sonata,2014,800,60.0,Petrol,Manual,First,94877,5023.11
Chevrolet,Camaro,2013,1600,92.4,Petrol,Manual,Second,132854,5253.02
Toyota,RAV4,2017,1000,60.0,Petrol,Automatic,Second,55447,9367.09
Hyundai,Santa Fe,2014,800,60.0,Petrol,Manual,First,178334,4738.74
Toyota,Camry,2010,1200,69.5,Petrol,Automatic,First,167782,4031.93
Toyota,Prius,2008,1500,84.9,Diesel,Automatic,Second,133874,3788.18
Nissan,Altima,2011,800,60.0,Hybrid,Manual,First,123474,4327.92
Hyundai,Sonata,2022,1300,68.0,Petrol,Manual,First,29313,12645.99
Nissan,Murano,2018,1200,75.4,Electric,Automatic,Second,52004,10858.91
Mercedes,GLE,2019,2500,145.2,Petrol,Automatic,First,52226,50134.67
Hyundai,Kona,2020,1200,70.5,Petrol,Automatic,Second,33357,9203.95
Toyota,Corolla,2017,1500,91.9,Petrol,Automatic,Second,75431,9806.81
Toyota,Corolla,2014,1300,60.2,Petrol,Manual,Second,86108,5868.02
BMW,X3,2010,2400,132.8,Diesel,Manual,First,210490,12281.99
Mercedes,GLC,2012,2600,139.2,Petrol,Automatic,First,164964,19233.8
Nissan,Rogue,2022,900,60.0,Hybrid,Manual,Third,19224,11801.72
Audi,A3,2022,2700,150.3,Petrol,Manual,Second,26533,43812.78
Audi,Q7,2020,2100,103.6,Diesel,Manual,First,54274,33753.04
BMW,X5,2009,1900,101.3,Petrol,Automatic,Second,164879,9981.83
Ford,Mustang,2019,1200,60.0,Petrol,Automatic,First,41537,16424.13
Toyota,Prius,2019,1800,99.3,Petrol,Automatic,Third,42274,10861.08
Hyundai,Kona,2017,800,60.0,Petrol,Automatic,First,104329,7051.41
Audi,A3,2012,1900,119.0,Petrol,Automatic,First,133386,14838.61
Nissan,Pathfinder,2005,800,60.0,Petrol,Automatic,First,241846,2605.0
Ford,Mustang,2007,1100,70.7,Diesel,Manual,First,232195,3944.21
Chevrolet,Equinox,2011,1000,60.0,Petrol,Manual,Second,76455,4595.07
Hyundai,Tucson,2011,1300,66.0,Electric,Automatic,Second,144035,3717.88
Nissan,Altima,2012,1300,80.3,Petrol,Automatic,Second,121323,4206.12
Honda,Civic,2013,1200,67.1,Diesel,Automatic,First,77886,6603.28
Hyundai,Kona,2012,1200,60.0,Diesel,Automatic,Second,134699,3687.23
Toyota,Prius,2006,1300,77.2,Petrol,Automatic,Second,257624,2765.15
BMW,3 Series,2014,1900,115.4,Petrol,Manual,First,99223,20060.33
Toyota,Corolla,2011,1100,60.0,Petrol,Manual,First,183129,4173.16
Honda,HR-V,2012,1500,75.5,Petrol,Automatic,First,155505,4786.51
Hyundai,Kona,2008,800,60.0,Petrol,Manual,First,119355,2968.33
BMW,5 Series,2007,2300,127.2,Petrol,Automatic,First,232993,10546.59
Hyundai,Santa Fe,2010,1100,60.0,Petrol,Manual,First,189618,2656.45
Toyota,Corolla,2010,1500,93.2,Diesel,Automatic,First,156479,4510.1
Honda,Accord,2013,1100,60.0,Diesel,Manual,First,143475,5014.24
Honda,CR-V,2018,1100,60.0,Diesel,Automatic,First,66001,12224.28
Toyota,Corolla,2011,1200,60.0,Diesel,Automatic,First,152071,5108.45
Audi,Q5,2006,2100,128.4,Hybrid,Automatic,Second,192791,10159.98
Audi,A6,2006,1500,82.4,Electric,Manual,Third,189767,7946.65
Kia,Stinger,2013,1600,97.1,Hybrid,Automatic,First,161289,4785.73
BMW,X3,2009,2300,139.6,Diesel,Automatic,Third,68002,11814.91
Audi,Q5,2008,1600,81.3,Electric,Automatic,First,185596,12354.54
Hyundai,Elantra,2005,1400,78.2,Diesel,Manual,First,147991,2852.62
BMW,X3,2012,2100,119.8,Diesel,Manual,First,134947,15558.65
Kia,Optima,2007,1000,63.4,Petrol,Manual,Second,248924,1988.78
Honda,Pilot,2017,800,60.0,Electric,Automatic,Second,78238,9420.13
BMW,5 Series,2010,2600,154.1,Electric,Manual,Second,153462,12674.96
Ford,Escape,2007,1000,60.0,Petrol,Automatic,Second,162543,4098.44
Toyota,Camry,2007,1100,61.6,Petrol,Manual,Second,139089,3659.84
Toyota,Corolla,2022,1200,74.6,Electric,Automatic,Second,32853,19102.74
Chevrolet,Traverse,2017,1000,60.0,Petrol,Manual,First,87027,9984.28
Toyota,Highlander,2018,1300,84.5,Petrol,Automatic,Second,55747,10955.28
Mercedes,C-Class,2009,2600,143.8,Petrol,Manual,First,255047,10626.86
BMW,3 Series,2009,2300,118.5,Petrol,Manual,First,189231,10619.0
Nissan,Murano,2022,1100,73.9,Diesel,Manual,Second,24107,14566.59
Toyota,RAV4,2010,800,60.0,Hybrid,Manual,First,175337,4742.89
Mercedes,A-Class,2016,2300,109.1,Petrol,Manual,Third,64892,25599.7
Nissan,Sentra,2010,800,60.0,Petrol,Automatic,First,215396,2925.9
Chevrolet,Malibu,2013,1600,73.3,Petrol,Manual,First,84586,6212.3
Mercedes,GLC,2013,2500,134.8,Diesel,Manual,First,105500,23262.93
Hyundai,Sonata,2014,1300,86.8,Diesel,Automatic,Second,70802,5612.19
Ford,Mustang,2009,1600,87.7,Electric,Manual,Second,159524,4466.19
Honda,HR-V,2022,1000,60.0,Petrol,Automatic,First,14778,16617.3
Hyundai,Santa Fe,2005,1400,109.5,Hybrid,Automatic,First,242199,2373.37
Toyota,Camry,2019,1400,76.2,Petrol,Manual,First,80686,11406.76
Honda,Accord,2012,1000,60.0,Diesel,Automatic,First,109270,5892.4
Nissan,Altima,2015,900,60.0,Hybrid,Manual,Second,77997,6467.93
Audi,Q7,2010,1800,102.9,Diesel,Automatic,First,200487,10868.38
Hyundai,Tucson,2006,900,60.0,Petrol,Automatic,First,246851,2538.28
Nissan,Murano,2016,1300,69.5,Petrol,Manual,First,83677,7336.9
Toyota,Highlander,2009,1800,104.3,Hybrid,Manual,First,229260,3460.26
Nissan,Sentra,2019,900,60.0,Petrol,Automatic,First,87014,10461.38
Mercedes,GLE,2015,2200,129.8,Electric,Automatic,First,155328,33408.17
Chevrolet,Camaro,2015,1600,88.2,Diesel,Automatic,Third,76398,6543.31
Toyota,Corolla,2017,1100,71.9,Electric,Automatic,Second,48495,10801.74
Kia,Sorento,2021,800,63.3,Petrol,Automatic,First,24838,11721.89
Nissan,Sentra,2012,1100,73.3,Diesel,Automatic,First,123852,4630.32
Chevrolet,Traverse,2014,1600,94.3,Petrol,Manual,Second,119621,5832.49
Kia,Sportage,2022,1000,60.4,Diesel,Manual,Second,27579,11196.82
Hyundai,Sonata,2014,1500,77.8,Petrol,Automatic,Second,123994,4469.21
Kia,Sportage,2021,1700,87.8,Petrol,Automatic,First,32779,11907.35
Hyundai,Santa Fe,2008,1700,94.3,Electric,Automatic,Second,155723,2949.31
Toyota,RAV4,2008,1600,61.4,Petrol,Automatic,First,213878,3483.01
Toyota,Camry,2022,1200,65.7,Electric,Manual,First,15502,21920.89
Chevrolet,Silverado,2011,1800,102.0,Electric,Manual,First,176025,5430.61
Chevrolet,Silverado,2012,1300,88.6,Petrol,Automatic,Second,118254,5373.74
Hyundai,Santa Fe,2021,1700,96.1,Diesel,Manual,Third,19165,9056.52
Nissan,Pathfinder,2006,900,70.0,Petrol,Automatic,First,275500,2708.7
Chevrolet,Malibu,2005,800,60.0,Petrol,Automatic,First,278079,3457.1
Audi,A4,2011,2700,142.4,Petrol,Automatic,Second,198063,11260.4
Honda,CR-V,2014,1200,60.0,Petrol,Automatic,Second,70257,6237.11
Honda,HR-V,2013,1300,69.2,Petrol,Automatic,Third,69492,4921.61
Toyota,Camry,2006,1400,72.7,Petrol,Automatic,Second,153959,3174.05
Chevrolet,Traverse,2007,1200,79.8,Hybrid,Automatic,Second,324602,3063.14
Kia,Optima,2007,800,60.0,Hybrid,Automatic,Third,176727,2160.64
Ford,Focus,2016,1200,73.9,Petrol,Automatic,Third,55410,8821.42
Chevrolet,Traverse,2015,1500,66.0,Diesel,Automatic,Second,117497,7732.87
Honda,Civic,2016,1400,77.2,Hybrid,Manual,First,88871,10206.03
Ford,Escape,2014,1700,80.4,Petrol,Automatic,First,148361,7787.91
Nissan,Rogue,2019,800,60.4,Petrol,Manual,First,73749,10413.5
Mercedes,GLC,2009,2700,162.3,Petrol,Automatic,First,219968,11841.69
Kia,Sorento,2020,900,66.3,Hybrid,Automatic,Third,61032,9029.13
Mercedes,C-Class,2011,2800,175.6,Petrol,Automatic,First,94996,21453.57
Chevrolet,Silverado,2022,1400,60.0,Diesel,Automatic,Second,12759,18311.28
Honda,Pilot,2008,1700,89.3,Diesel,Automatic,First,188744,3475.17
Hyundai,Tucson,2017,800,60.0,Petrol,Manual,Second,56732,6340.44
Ford,F-150,2006,1900,97.9,Hybrid,Manual,First,207103,4042.4
Hyundai,Tucson,2011,800,64.2,Petrol,Manual,First,230649,2639.38
Kia,Sportage,2006,900,60.9,Petrol,Automatic,Second,183192,2283.15
Toyota,Camry,2008,1000,60.0,Diesel,Automatic,Third,123325,3317.52
Mercedes,GLE,2011,2600,160.2,Diesel,Automatic,Second,111537,16773.97
Mercedes,GLC,2009,2800,158.9,Diesel,Automatic,First,134734,16324.51
Toyota,RAV4,2021,1100,60.0,Diesel,Automatic,First,46713,18308.33
Toyota,Camry,2006,1400,76.6,Diesel,Automatic,Second,203394,3285.16
Toyota,Highlander,2010,800,60.0,Petrol,Automatic,First,144425,4249.2
Chevrolet,Camaro,2022,1300,68.7,Petrol,Manual,First,33911,18408.05
Ford,Escape,2016,1300,76.9,Hybrid,Automatic,Second,51685,12477.71
Honda,CR-V,2020,1500,83.1,Diesel,Automatic,First,47074,15695.61
Ford,Explorer,2020,1800,104.5,Petrol,Automatic,Second,39664,17879.3
Hyundai,Sonata,2011,1500,91.7,Petrol,Automatic,First,183049,3339.65
Hyundai,Elantra,2018,1100,60.0,Electric,Manual,First,63950,9668.22
Ford,Explorer,2018,1300,71.7,Petrol,Manual,First,79609,12469.13
Ford,F-150,2019,1500,94.0,Petrol,Manual,First,55785,14000.32
Toyota,Prius,2005,1300,70.3,Petrol,Automatic,Second,193714,3208.38
Toyota,Highlander,2017,1500,82.6,Diesel,Manual,First,59411,11113.41
Toyota,Highlander,2010,900,60.0,Hybrid,Automatic,First,197146,4173.56
Chevrolet,Malibu,2017,1600,100.5,Petrol,Manual,First,89472,9745.63
Chevrolet,Traverse,2012,1200,61.4,Diesel,Automatic,First,156823,5816.19
BMW,5 Series,2007,1700,104.8,Petrol,Automatic,First,206408,11275.7
BMW,X3,2010,2400,137.3,Diesel,Automatic,First,241288,11828.43
Kia,Sportage,2014,1200,68.0,Petrol,Automatic,Third,105628,3789.46
Hyundai,Santa Fe,2020,800,60.0,Hybrid,Automatic,First,77184,11975.77
BMW,X3,2008,1600,95.5,Hybrid,Automatic,Second,177816,11560.17
Mercedes,GLE,2016,2400,117.7,Petrol,Automatic,First,95325,36565.57
Nissan,Rogue,2012,800,60.0,Petrol,Automatic,Second,118892,4252.74
Honda,HR-V,2014,900,60.0,Diesel,Automatic,Third,103945,5020.37
Mercedes,A-Class,2005,2600,142.6,Petrol,Automatic,Second,202584,12542.73
Nissan,Sentra,2019,900,63.5,Diesel,Manual,Third,33681,8325.61
Honda,HR-V,2014,1100,60.0,Petrol,Automatic,Second,154810,5190.09
Honda,Accord,2019,1100,60.0,Petrol,Automatic,Second,61208,11310.03
Nissan,Altima,2013,1200,60.6,Hybrid,Automatic,First,149219,5558.94
Mercedes,A-Class,2008,2600,136.9,Petrol,Manual,Third,139368,11004.31
Honda,Civic,2013,1600,92.1,Petrol,Manual,First,105630,5438.94
Mercedes,GLC,2010,2100,115.8,Hybrid,Automatic,Second,124857,17885.79
Nissan,Pathfinder,2018,1400,71.0,Petrol,Automatic,First,76975,9720.64
Honda,Accord,2008,1400,66.0,Petrol,Automatic,First,181684,3082.12
Toyota,Prius,2009,1300,73.6,Hybrid,Manual,Second,117269,3580.44
Toyota,RAV4,2010,1200,65.5,Petrol,Automatic,First,170143,4030.71
Kia,Stinger,2013,1300,84.6,Hybrid,Manual,Second,54085,4587.02
Audi,Q7,2013,1900,105.8,Hybrid,Manual,First,115519,16817.38
Hyundai,Sonata,2006,1700,97.7,Petrol,Automatic,Second,264101,2049.01
Hyundai,Elantra,2016,800,60.0,Petrol,Automatic,First,115737,6235.08
Toyota,Corolla,2014,1600,98.1,Petrol,Automatic,First,57127,8212.23
Kia,Soul,2012,1200,60.0,Electric,Automatic,Second,181865,3509.09
Honda,HR-V,2006,1200,84.8,Diesel,Manual,First,202964,3472.44
Toyota,Corolla,2019,1100,60.0,Diesel,Automatic,Second,41547,12234.22
Toyota,Camry,2018,1500,68.3,Petrol,Manual,First,53187,11285.63
Toyota,Camry,2007,1100,62.9,Petrol,Manual,Second,166308,2930.23
Honda,HR-V,2014,1300,79.3,Diesel,Automatic,First,118012,7333.48
Ford,Escape,2008,1300,63.3,Petrol,Manual,First,121406,4490.96
Toyota,Highlander,2019,900,60.0,Diesel,Manual,Second,25404,10826.38
Honda,Accord,2022,1500,90.2,Diesel,Manual,First,19216,18687.5
Mercedes,GLC,2013,2900,180.6,Petrol,Automatic,First,152177,21788.42
Audi,A3,2022,2000,119.1,Petrol,Automatic,First,24950,53789.0
Hyundai,Tucson,2011,1200,67.9,Petrol,Automatic,Second,164724,2906.27
Kia,Stinger,2006,900,60.0,Petrol,Manual,Second,284533,1718.36
Audi,Q5,2022,2500,133.9,Petrol,Automatic,First,20798,51664.03
Audi,A6,2010,1800,92.3,Diesel,Automatic,Second,148445,11803.75
Honda,Accord,2006,800,60.0,Diesel,Manual,Second,248155,2513.09
Chevrolet,Equinox,2021,1300,60.0,Petrol,Automatic,Second,27665,14413.49
Chevrolet,Camaro,2007,1300,69.1,Hybrid,Automatic,First,217412,4103.89
Honda,HR-V,2014,1100,60.0,Petrol,Automatic,Third,65717,5117.32
Ford,Explorer,2022,1600,96.6,Hybrid,Automatic,Second,8613,24692.83
Kia,Soul,2011,800,60.0,Petrol,Automatic,Second,136168,3119.28
Honda,Accord,2016,1000,60.0,Electric,Manual,Second,73811,8125.62
Honda,Accord,2008,1000,60.0,Hybrid,Manual,First,128019,4090.51
Hyundai,Santa Fe,2020,1100,60.0,Electric,Automatic,Third,40032,10180.18
Kia,Sportage,2013,800,60.0,Diesel,Automatic,Second,54615,4570.95
Kia,Sportage,2005,900,60.0,Diesel,Automatic,First,109944,3233.18
Chevrolet,Traverse,2012,1500,89.6,Petrol,Manual,Second,89161,5227.95
Audi,A4,2010,1500,80.0,Petrol,Manual,First,180259,9750.96
Chevrolet,Malibu,2010,1100,62.1,Petrol,Automatic,Second,159913,3822.25
Audi,Q7,2019,1800,79.4,Diesel,Automatic,First,42165,37686.51
Toyota,Camry,2014,1500,70.6,Petrol,Manual,First,89125,7044.58
Honda,Pilot,2016,800,60.0,Diesel,Automatic,Second,105414,7048.3
Ford,Focus,2017,1300,69.2,Diesel,Automatic,Second,38134,13147.33
Mercedes,C-Class,2020,2700,158.2,Petrol,Automatic,First,42635,57642.58
Chevrolet,Equinox,2016,1400,77.9,Petrol,Manual,Third,71096,6843.8
Kia,Soul,2011,1200,68.7,Diesel,Automatic,First,168984,3417.5
Ford,Explorer,2016,1100,65.0,Hybrid,Automatic,Second,97513,10247.68
Honda,Pilot,2019,1200,62.8,Petrol,Manual,First,72588,10107.39
Toyota,Highlander,2011,800,60.0,Diesel,Manual,Second,143181,4530.4
Toyota,Corolla,2010,1800,102.1,Hybrid,Manual,First,169348,4538.82
Toyota,RAV4,2007,1200,66.6,Diesel,Automatic,Third,57461,3622.35
Ford,Explorer,2006,2200,127.2,Diesel,Manual,Second,200699,3654.02
Mercedes,A-Class,2008,3600,205.5,Petrol,Automatic,Third,133618,11862.12
Nissan,Pathfinder,2021,1200,68.5,Petrol,Manual,First,31593,13520.7
Audi,Q5,2012,2500,115.2,Petrol,Automatic,First,193363,13331.42
Ford,Mustang,2022,1000,60.0,Diesel,Automatic,First,19247,22950.7
Honda,CR-V,2020,900,60.0,Hybrid,Automatic,First,42264,16333.6
Audi,A6,2015,2300,139.7,Diesel,Manual,First,137642,18488.61
Ford,Mustang,2007,1400,87.4,Petrol,Manual,First,261547,3496.99
Nissan,Sentra,2012,1400,92.3,Diesel,Automatic,Second,150444,4032.25
Kia,Sportage,2005,1900,98.3,Diesel,Manual,First,280052,2202.55
Hyundai,Sonata,2019,900,60.0,Petrol,Automatic,Second,73274,8650.14
Hyundai,Tucson,2009,900,60.0,Petrol,Automatic,First,243281,2223.67
BMW,5 Series,2010,2500,134.1,Petrol,Automatic,Second,117764,11395.32
Toyota,Highlander,2006,900,60.0,Hybrid,Automatic,Third,116138,3494.1
Chevrolet,Equinox,2007,1600,105.4,Electric,Manual,Second,193298,3763.6
Hyundai,Kona,2014,800,60.0,Diesel,Automatic,Second,108417,4702.68
Toyota,Corolla,2005,1300,66.4,Diesel,Manual,Second,254625,2709.18
BMW,X3,2012,2400,148.2,Petrol,Automatic,First,132579,17017.64
Toyota,RAV4,2010,800,60.0,Petrol,Automatic,First,186885,4063.31
Honda,HR-V,2009,900,60.0,Diesel,Automatic,Third,122899,2897.72
Toyota,Highlander,2005,1400,81.6,Diesel,Automatic,Second,156078,3430.76
Ford,Escape,2008,1200,60.0,Hybrid,Automatic,Third,164414,3686.72
Nissan,Rogue,2013,1600,75.9,Diesel,Manual,Second,54122,5324.16
Toyota,Corolla,2021,1700,82.4,Petrol,Automatic,First,45920,17645.88
Toyota,RAV4,2012,1700,110.6,Electric,Manual,Third,155512,4493.36
Honda,HR-V,2005,1600,72.4,Petrol,Automatic,First,165657,3744.35
Kia,Stinger,2006,1000,60.0,Hybrid,Manual,First,175221,2776.2
Honda,Civic,2016,900,70.9,Petrol,Manual,Second,103954,6647.47
Toyota,Camry,2007,1200,67.3,Petrol,Manual,First,267885,2816.31
Nissan,Sentra,2008,800,60.0,Hybrid,Manual,Third,183790,2439.46
Ford,Explorer,2022,1500,73.5,Petrol,Automatic,Second,21106,19955.42
Mercedes,C-Class,2011,2600,125.1,Hybrid,Manual,First,130726,19642.76
Kia,Sportage,2011,800,60.0,Diesel,Manual,Second,175618,2774.7
Toyota,Highlander,2012,1700,85.1,Petrol,Automatic,Second,103016,5072.37
Honda,Civic,2021,900,60.0,Hybrid,Automatic,First,34891,19113.25
BMW,X5,2012,2200,131.9,Petrol,Manual,Third,133332,12666.85
BMW,X3,2006,2400,153.6,Diesel,Automatic,Third,112324,10582.89
Kia,Soul,2012,1100,66.1,Hybrid,Automatic,First,177398,3635.93
Honda,Civic,2021,1000,60.0,Petrol,Automatic,Second,46098,13142.85
Toyota,Camry,2009,800,60.0,Hybrid,Automatic,Second,160962,3528.88
Toyota,Camry,2021,1600,90.7,Diesel,Automatic,Third,23083,13716.11
Hyundai,Elantra,2013,1000,60.0,Electric,Automatic,Third,91230,4642.15
Nissan,Murano,2011,1100,60.0,Diesel,Automatic,Second,91091,4048.54
Hyundai,Tucson,2012,1400,82.8,Hybrid,Automatic,Second,162596,3763.98
Toyota,Highlander,2011,1300,66.7,Petrol,Automatic,Third,107724,3812.22
Chevrolet,Equinox,2008,1700,81.3,Electric,Manual,Second,226763,3495.86
Hyundai,Sonata,2011,900,60.0,Petrol,Automatic,Third,141050,2782.55
Mercedes,E-Class,2011,2400,139.2,Petrol,Automatic,Second,179046,14702.21
Nissan,Sentra,2006,1100,60.0,Electric,Automatic,Second,162432,3569.19
Chevrolet,Traverse,2017,1400,79.2,Diesel,Automatic,First,70703,11670.42
Honda,Pilot,2013,1300,80.2,Petrol,Automatic,Second,105977,5246.17
Hyundai,Santa Fe,2019,900,60.0,Petrol,Automatic,First,73345,9791.53
Honda,Accord,2008,1500,83.8,Petrol,Manual,First,293220,2762.87
Hyundai,Sonata,2008,1400,78.2,Diesel,Automatic,Third,142365,2384.07
Hyundai,Sonata,2015,1200,82.1,Diesel,Automatic,First,70636,6653.33
Audi,Q7,2019,1800,99.2,Petrol,Manual,First,70592,33264.05
Hyundai,Sonata,2019,800,60.0,Petrol,Manual,First,63087,8455.23
Toyota,Highlander,2017,1300,90.9,Petrol,Automatic,First,95806,10873.6
Nissan,Sentra,2005,1200,60.0,Electric,Automatic,First,248692,3206.57
Audi,A6,2020,2000,109.7,Diesel,Automatic,First,55949,45906.19
BMW,3 Series,2014,2400,146.9,Petrol,Automatic,Second,60201,21785.13
Chevrolet,Malibu,2020,1500,87.4,Petrol,Automatic,Second,71651,13676.03
Hyundai,Tucson,2018,1300,60.0,Electric,Manual,First,47367,9777.36
Toyota,Camry,2016,1700,91.7,Petrol,Manual,Second,96929,7656.32
Nissan,Pathfinder,2017,900,60.0,Petrol,Automatic,First,84963,8646.24
Honda,Pilot,2009,1800,74.0,Electric,Automatic,Second,211552,3534.88
Mercedes,E-Class,2007,2600,137.1,Diesel,Automatic,Third,167169,10718.26
Honda,HR-V,2012,900,60.0,Diesel,Automatic,First,115572,5710.56
Honda,Accord,2018,1300,72.1,Petrol,Automatic,Second,70994,9576.11
Kia,Stinger,2021,900,60.0,Petrol,Automatic,First,48134,11689.81
Honda,HR-V,2018,1000,60.0,Diesel,Manual,First,50499,10217.97
Hyundai,Sonata,2011,1900,108.8,Petrol,Automatic,Second,114309,3286.1
Nissan,Altima,2008,800,60.0,Diesel,Automatic,Third,185613,2525.63
Toyota,Camry,2014,900,64.1,Hybrid,Automatic,First,137294,6734.62
Toyota,Prius,2015,1600,107.2,Petrol,Automatic,First,99919,8638.95
Chevrolet,Silverado,2016,1400,76.1,Petrol,Automatic,First,80482,9326.81
Kia,Sportage,2011,1100,60.0,Diesel,Manual,First,193476,2971.24
Mercedes,E-Class,2013,2100,112.0,Petrol,Automatic,First,126600,24694.16
Honda,Pilot,2021,800,60.0,Petrol,Manual,Second,19940,12948.36
Nissan,Rogue,2005,900,60.0,Petrol,Manual,First,282905,2308.08
Toyota,RAV4,2013,1700,90.7,Diesel,Automatic,First,96665,6898.73
Toyota,RAV4,2021,800,60.0,Diesel,Automatic,First,48929,18935.17
Ford,Escape,2009,1700,117.3,Electric,Manual,First,173005,4651.8
Chevrolet,Camaro,2012,1000,62.2,Hybrid,Automatic,Second,82324,6370.58
Toyota,Corolla,2015,1400,85.1,Petrol,Manual,First,96426,7514.03
Chevrolet,Malibu,2007,1600,86.7,Hybrid,Automatic,Second,197865,4113.32
BMW,3 Series,2008,2000,121.5,Diesel,Automatic,Second,124996,12306.42
Toyota,RAV4,2013,800,60.0,Diesel,Automatic,Second,80143,6320.43
Kia,Optima,2014,800,60.0,Petrol,Automatic,First,201853,4031.49
Kia,Sorento,2006,1000,60.0,Diesel,Automatic,First,277637,2374.47
Toyota,RAV4,2018,900,69.6,Petrol,Automatic,Third,40803,9409.75
BMW,X5,2012,2100,113.6,Petrol,Automatic,First,143559,15864.35
Toyota,Camry,2009,1600,90.6,Diesel,Automatic,Second,85307,4477.27
Chevrolet,Traverse,2014,800,60.0,Petrol,Automatic,Second,93447,6616.3
Toyota,Corolla,2013,1500,87.4,Petrol,Manual,Second,148170,4179.42
Ford,Focus,2016,1900,90.0,Diesel,Manual,First,73090,10295.62
Kia,Soul,2007,1200,90.6,Petrol,Automatic,Second,212905,2280.86
Nissan,Sentra,2005,1500,91.7,Electric,Automatic,Third,155567,2798.1
Toyota,Corolla,2010,1700,95.2,Electric,Automatic,First,214742,4988.84
Kia,Optima,2013,900,60.0,Petrol,Automatic,Third,97842,3339.15
Toyota,Highlander,2010,900,60.0,Diesel,Manual,Second,170722,3606.06
Honda,Accord,2012,1800,101.5,Petrol,Automatic,First,154678,4994.1
Toyota,RAV4,2006,1600,88.5,Petrol,Automatic,Second,255826,2791.11
Chevrolet,Equinox,2015,1600,86.7,Diesel,Automatic,First,81923,9975.64
Chevrolet,Traverse,2014,1300,70.9,Petrol,Manual,First,167620,6141.09
Hyundai,Kona,2008,1300,62.6,Electric,Automatic,First,266775,2941.85
Ford,Focus,2019,1000,60.0,Electric,Automatic,First,43196,21095.03
